Team,Spielernummer,Anzahl,Event,Jahr
"Berlin Thunder Lightnings","87","1","First Down","2025"
"Berlin Thunder Lightnings","87","2","Touchdown","2025"
"Berlin Thunder Lightnings","88","2","First Down","2025"
"Berlin Thunder Lightnings","88","2","1-Extra-Punkt","2025"
"Berlin Thunder Lightnings","88","5","Touchdown","2025"
"Bielefeld Bulldogs","1","3","1-Extra-Punkt","2023"
"Bielefeld Bulldogs","1","7","Touchdown","2023"
"Bielefeld Bulldogs","1","1","Strafe","2023"
"Bielefeld Bulldogs","1","7","First Down","2023"
"Bielefeld Bulldogs","2","1","1-Extra-Punkt","2023"
"Bielefeld Bulldogs","2","2","Touchdown","2023"
"Bielefeld Bulldogs","11","1","First Down","2023"
"Bielefeld Bulldogs","11","6","Touchdown","2023"
"Bielefeld Bulldogs","14","3","Touchdown","2023"
"Bielefeld Bulldogs","14","4","First Down","2023"
"Bielefeld Bulldogs","14","3","1-Extra-Punkt","2023"
"Bielefeld Bulldogs","14","2","Strafe","2023"
"Bielefeld Bulldogs","14","1","Interception","2023"
"Bielefeld Bulldogs","19","2","Touchdown","2023"
"Bielefeld Bulldogs","19","1","1-Extra-Punkt","2023"
"Bielefeld Bulldogs","22","2","Interception","2023"
"Bielefeld Bulldogs","23","3","Strafe","2023"
"Bielefeld Bulldogs","23","3","First Down","2023"
"Bielefeld Bulldogs","23","2","Touchdown","2023"
"Bielefeld Bulldogs","32","3","1-Extra-Punkt","2023"
"Bielefeld Bulldogs","32","1","Interception","2023"
"Bielefeld Bulldogs","32","2","First Down","2023"
"Bielefeld Bulldogs","32","1","Touchdown","2023"
"Bielefeld Bulldogs","66","1","Interception","2023"
"Bielefeld Bulldogs","78","1","Strafe","2023"
"Bielefeld Bulldogs","2","3","First Down","2024"
"Bielefeld Bulldogs","2","4","Interception","2024"
"Bielefeld Bulldogs","2","2","Touchdown","2024"
"Bielefeld Bulldogs","2","3","Strafe","2024"
"Bielefeld Bulldogs","2","1","Safety (+2)","2024"
"Bielefeld Bulldogs","5","1","Strafe","2024"
"Bielefeld Bulldogs","8","2","First Down","2024"
"Bielefeld Bulldogs","8","1","1-Extra-Punkt","2024"
"Bielefeld Bulldogs","8","4","Touchdown","2024"
"Bielefeld Bulldogs","8","1","Safety (+2)","2024"
"Bielefeld Bulldogs","11","2","First Down","2024"
"Bielefeld Bulldogs","11","2","Touchdown","2024"
"Bielefeld Bulldogs","14","9","First Down","2024"
"Bielefeld Bulldogs","14","8","Touchdown","2024"
"Bielefeld Bulldogs","14","1","Strafe","2024"
"Bielefeld Bulldogs","14","8","1-Extra-Punkt","2024"
"Bielefeld Bulldogs","15","1","Interception","2024"
"Bielefeld Bulldogs","21","3","Safety (+2)","2024"
"Bielefeld Bulldogs","21","1","Strafe","2024"
"Bielefeld Bulldogs","22","2","Interception","2024"
"Bielefeld Bulldogs","23","2","First Down","2024"
"Bielefeld Bulldogs","23","4","Touchdown","2024"
"Bielefeld Bulldogs","27","9","1-Extra-Punkt","2024"
"Bielefeld Bulldogs","27","1","2-Extra-Punkte","2024"
"Bielefeld Bulldogs","27","9","First Down","2024"
"Bielefeld Bulldogs","27","20","Touchdown","2024"
"Bielefeld Bulldogs","27","2","Strafe","2024"
"Bielefeld Bulldogs","32","2","1-Extra-Punkt","2024"
"Bielefeld Bulldogs","32","1","First Down","2024"
"Bielefeld Bulldogs","32","7","Touchdown","2024"
"Bielefeld Bulldogs","58","4","First Down","2024"
"Bielefeld Bulldogs","58","5","Touchdown","2024"
"Bielefeld Bulldogs","58","4","1-Extra-Punkt","2024"
"Bielefeld Bulldogs","69","1","Strafe","2024"
"Bielefeld Bulldogs","69","3","First Down","2024"
"Bielefeld Bulldogs","69","5","Touchdown","2024"
"Bielefeld Bulldogs","69","1","1-Extra-Punkt","2024"
"Bielefeld Bulldogs","78","1","Interception","2024"
"Bielefeld Bulldogs","80","1","1-Extra-Punkt","2024"
"Bielefeld Bulldogs","80","4","First Down","2024"
"Bielefeld Bulldogs","80","1","Touchdown","2024"
"Bielefeld Bulldogs","85","2","Touchdown","2024"
"Bielefeld Bulldogs","85","1","Interception","2024"
"Black Forest Foxes","5","3","Touchdown","2024"
"Black Forest Foxes","5","1","Strafe","2024"
"Black Forest Foxes","5","3","First Down","2024"
"Black Forest Foxes","8","1","First Down","2024"
"Black Forest Foxes","8","1","2-Extra-Punkte","2024"
"Black Forest Foxes","8","1","Interception","2024"
"Black Forest Foxes","8","1","Touchdown","2024"
"Black Forest Foxes","9","2","Touchdown","2024"
"Black Forest Foxes","9","7","First Down","2024"
"Black Forest Foxes","9","1","Interception","2024"
"Black Forest Foxes","12","1","First Down","2024"
"Black Forest Foxes","19","3","First Down","2024"
"Black Forest Foxes","24","1","Touchdown","2024"
"Black Forest Foxes","24","1","2-Extra-Punkte","2024"
"Black Forest Foxes","30","3","Interception","2024"
"Black Forest Foxes","30","5","First Down","2024"
"Black Forest Foxes","30","3","Touchdown","2024"
"Black Forest Foxes","33","1","Interception","2024"
"Black Forest Foxes","43","1","Interception","2024"
"Black Forest Foxes","43","1","First Down","2024"
"Black Forest Foxes","50","1","Strafe","2024"
"Black Forest Foxes","50","1","First Down","2024"
"Black Forest Foxes","78","2","First Down","2024"
"Black Forest Foxes","78","1","Strafe","2024"
"Black Forest Foxes","81","1","Touchdown","2024"
"Black Forest Hedgehogs e.V.","7","1","Touchdown","2021"
"Black Forest Hedgehogs e.V.","7","1","First Down","2021"
"Black Forest Hedgehogs e.V.","8","1","Touchdown","2021"
"Black Forest Hedgehogs e.V.","13","3","1-Extra-Punkt","2021"
"Black Forest Hedgehogs e.V.","13","17","Touchdown","2021"
"Black Forest Hedgehogs e.V.","13","4","First Down","2021"
"Black Forest Hedgehogs e.V.","15","1","1-Extra-Punkt","2021"
"Black Forest Hedgehogs e.V.","23","2","First Down","2021"
"Black Forest Hedgehogs e.V.","23","4","1-Extra-Punkt","2021"
"Black Forest Hedgehogs e.V.","23","4","Touchdown","2021"
"Black Forest Hedgehogs e.V.","26","1","Interception","2021"
"Black Forest Hedgehogs e.V.","26","2","Touchdown","2021"
"Black Forest Hedgehogs e.V.","84","1","First Down","2021"
"Black Forest Hedgehogs e.V.","84","1","Interception","2021"
"Black Forest Hedgehogs e.V.","84","1","Touchdown","2021"
"Black Forest Hedgehogs e.V.","85","2","1-Extra-Punkt","2021"
"Black Forest Hedgehogs e.V.","85","1","First Down","2021"
"Black Forest Hedgehogs e.V.","85","2","Interception","2021"
"Black Forest Hedgehogs e.V.","85","1","Strafe","2021"
"Black Forest Hedgehogs e.V.","85","7","Touchdown","2021"
"Black Forest Hedgehogs e.V.","89","3","First Down","2021"
"Black Forest Hedgehogs e.V.","89","2","1-Extra-Punkt","2021"
"Black Forest Hedgehogs e.V.","999","1","Strafe","2021"
"Black Forest Hedgehogs e.V.","4","2","Interception","2022"
"Black Forest Hedgehogs e.V.","4","1","Touchdown","2022"
"Black Forest Hedgehogs e.V.","4","1","First Down","2022"
"Black Forest Hedgehogs e.V.","7","5","Touchdown","2022"
"Black Forest Hedgehogs e.V.","10","1","Strafe","2022"
"Black Forest Hedgehogs e.V.","10","3","Touchdown","2022"
"Black Forest Hedgehogs e.V.","10","1","1-Extra-Punkt","2022"
"Black Forest Hedgehogs e.V.","12","3","Strafe","2022"
"Black Forest Hedgehogs e.V.","12","1","Touchdown","2022"
"Black Forest Hedgehogs e.V.","13","7","1-Extra-Punkt","2022"
"Black Forest Hedgehogs e.V.","13","19","Touchdown","2022"
"Black Forest Hedgehogs e.V.","13","2","Interception","2022"
"Black Forest Hedgehogs e.V.","13","9","First Down","2022"
"Black Forest Hedgehogs e.V.","13","1","Strafe","2022"
"Black Forest Hedgehogs e.V.","15","3","Strafe","2022"
"Black Forest Hedgehogs e.V.","15","6","1-Extra-Punkt","2022"
"Black Forest Hedgehogs e.V.","15","7","Touchdown","2022"
"Black Forest Hedgehogs e.V.","15","3","First Down","2022"
"Black Forest Hedgehogs e.V.","20","2","First Down","2022"
"Black Forest Hedgehogs e.V.","20","1","Interception","2022"
"Black Forest Hedgehogs e.V.","20","3","1-Extra-Punkt","2022"
"Black Forest Hedgehogs e.V.","20","4","Touchdown","2022"
"Black Forest Hedgehogs e.V.","20","1","2-Extra-Punkte","2022"
"Black Forest Hedgehogs e.V.","23","6","Touchdown","2022"
"Black Forest Hedgehogs e.V.","23","1","First Down","2022"
"Black Forest Hedgehogs e.V.","23","2","Interception","2022"
"Black Forest Hedgehogs e.V.","23","1","1-Extra-Punkt","2022"
"Black Forest Hedgehogs e.V.","24","5","Interception","2022"
"Black Forest Hedgehogs e.V.","24","1","1-Extra-Punkt","2022"
"Black Forest Hedgehogs e.V.","24","1","Touchdown","2022"
"Black Forest Hedgehogs e.V.","24","2","First Down","2022"
"Black Forest Hedgehogs e.V.","26","1","First Down","2022"
"Black Forest Hedgehogs e.V.","26","4","1-Extra-Punkt","2022"
"Black Forest Hedgehogs e.V.","26","2","Touchdown","2022"
"Black Forest Hedgehogs e.V.","27","1","Interception","2022"
"Black Forest Hedgehogs e.V.","29","1","Interception","2022"
"Black Forest Hedgehogs e.V.","29","1","1-Extra-Punkt","2022"
"Black Forest Hedgehogs e.V.","29","3","Touchdown","2022"
"Black Forest Hedgehogs e.V.","73","1","1-Extra-Punkt","2022"
"Black Forest Hedgehogs e.V.","73","1","Touchdown","2022"
"Black Forest Hedgehogs e.V.","84","4","1-Extra-Punkt","2022"
"Black Forest Hedgehogs e.V.","84","3","First Down","2022"
"Black Forest Hedgehogs e.V.","84","2","Touchdown","2022"
"Black Forest Hedgehogs e.V.","85","1","2-Extra-Punkte","2022"
"Black Forest Hedgehogs e.V.","85","6","1-Extra-Punkt","2022"
"Black Forest Hedgehogs e.V.","85","5","First Down","2022"
"Black Forest Hedgehogs e.V.","85","16","Touchdown","2022"
"Black Forest Hedgehogs e.V.","85","1","Interception","2022"
"Black Forest Hedgehogs e.V.","89","1","Touchdown","2022"
"Black Forest Hedgehogs e.V.","89","1","Strafe","2022"
"Black Forest Hedgehogs e.V.","89","1","1-Extra-Punkt","2022"
"Black Forest Hedgehogs e.V.","9","7","Touchdown","2023"
"Black Forest Hedgehogs e.V.","9","5","2-Extra-Punkte","2023"
"Black Forest Hedgehogs e.V.","9","5","First Down","2023"
"Black Forest Hedgehogs e.V.","10","1","1-Extra-Punkt","2023"
"Black Forest Hedgehogs e.V.","10","5","First Down","2023"
"Black Forest Hedgehogs e.V.","10","2","Touchdown","2023"
"Black Forest Hedgehogs e.V.","12","1","1-Extra-Punkt","2023"
"Black Forest Hedgehogs e.V.","12","2","First Down","2023"
"Black Forest Hedgehogs e.V.","12","1","Strafe","2023"
"Black Forest Hedgehogs e.V.","12","4","2-Extra-Punkte","2023"
"Black Forest Hedgehogs e.V.","12","6","Touchdown","2023"
"Black Forest Hedgehogs e.V.","15","1","Touchdown","2023"
"Black Forest Hedgehogs e.V.","16","1","Interception","2023"
"Black Forest Hedgehogs e.V.","17","1","Strafe","2023"
"Black Forest Hedgehogs e.V.","17","2","Interception","2023"
"Black Forest Hedgehogs e.V.","18","1","2-Extra-Punkte","2023"
"Black Forest Hedgehogs e.V.","18","2","Touchdown","2023"
"Black Forest Hedgehogs e.V.","18","2","First Down","2023"
"Black Forest Hedgehogs e.V.","19","1","Touchdown","2023"
"Black Forest Hedgehogs e.V.","20","8","First Down","2023"
"Black Forest Hedgehogs e.V.","20","6","2-Extra-Punkte","2023"
"Black Forest Hedgehogs e.V.","20","4","1-Extra-Punkt","2023"
"Black Forest Hedgehogs e.V.","20","7","Interception","2023"
"Black Forest Hedgehogs e.V.","20","23","Touchdown","2023"
"Black Forest Hedgehogs e.V.","21","1","1-Extra-Punkt","2023"
"Black Forest Hedgehogs e.V.","21","1","Touchdown","2023"
"Black Forest Hedgehogs e.V.","21","1","First Down","2023"
"Black Forest Hedgehogs e.V.","23","4","Interception","2023"
"Black Forest Hedgehogs e.V.","23","4","Touchdown","2023"
"Black Forest Hedgehogs e.V.","24","12","Interception","2023"
"Black Forest Hedgehogs e.V.","24","1","2-Extra-Punkte","2023"
"Black Forest Hedgehogs e.V.","24","4","Touchdown","2023"
"Black Forest Hedgehogs e.V.","26","1","Touchdown","2023"
"Black Forest Hedgehogs e.V.","26","4","Interception","2023"
"Black Forest Hedgehogs e.V.","26","1","2-Extra-Punkte","2023"
"Black Forest Hedgehogs e.V.","29","1","Touchdown","2023"
"Black Forest Hedgehogs e.V.","29","3","Interception","2023"
"Black Forest Hedgehogs e.V.","32","2","2-Extra-Punkte","2023"
"Black Forest Hedgehogs e.V.","32","2","Strafe","2023"
"Black Forest Hedgehogs e.V.","32","7","1-Extra-Punkt","2023"
