Team,Player Number,Count,Event,Year
Bedburg Raccoons,9,1,1-Extra-Punkt,2025
Bedburg Raccoons,9,1,Interception,2025
Bedburg Raccoons,9,7,Touchdown,2025
Bedburg Raccoons,13,1,2-Extra-Punkte,2025
Bedburg Raccoons,13,3,Touchdown,2025
Bedburg Raccoons,13,3,First Down,2025
Bedburg Raccoons,14,1,First Down,2025
Bedburg Raccoons,14,6,2-Extra-Punkte,2025
Bedburg Raccoons,14,17,Touchdown,2025
Bedburg Raccoons,14,5,1-Extra-Punkt,2025
Bedburg Raccoons,21,2,Touchdown,2025
Bedburg Raccoons,22,2,1-Extra-Punkt,2025
Bedburg Raccoons,22,1,First Down,2025
Bedburg Raccoons,22,3,Strafe,2025
Bedburg Raccoons,22,6,Touchdown,2025
Bedburg Raccoons,23,1,First Down,2025
Bedburg Raccoons,24,1,Strafe,2025
Bedburg Raccoons,24,5,Touchdown,2025
Bedburg Raccoons,24,1,Safety (+2),2025
Bedburg Raccoons,24,5,1-Extra-Punkt,2025
Bedburg Raccoons,24,1,2-Extra-Punkte,2025
Bedburg Raccoons,24,3,First Down,2025
Bedburg Raccoons,26,5,First Down,2025
Bedburg Raccoons,26,5,Touchdown,2025
Bedburg Raccoons,26,5,1-Extra-Punkt,2025
Bedburg Raccoons,26,1,2-Extra-Punkte,2025
Bedburg Raccoons,31,1,Interception,2025
Bedburg Raccoons,31,1,Touchdown,2025
Bedburg Raccoons,33,3,1-Extra-Punkt,2025
Bedburg Raccoons,33,6,Touchdown,2025
Bedburg Raccoons,33,1,2-Extra-Punkte,2025
Bedburg Raccoons,33,3,First Down,2025
Bedburg Raccoons,69,1,Interception,2025
Bedburg Raccoons,87,3,Interception,2025
Bedburg Raccoons,88,1,Strafe,2025
Bedburg Raccoons,88,3,1-Extra-Punkt,2025
Bedburg Raccoons,88,3,Touchdown,2025
Bedburg Raccoons,88,3,First Down,2025
Bedburg Raccoons,91,2,First Down,2025
Bedburg Raccoons,91,2,1-Extra-Punkt,2025
Bedburg Raccoons,91,1,Touchdown,2025
Bedburg Raccoons,92,1,1-Extra-Punkt,2025
Bedburg Raccoons,92,1,Interception,2025
Bedburg Raccoons,99,1,Interception,2025
Bedburg Raccoons,99,1,Touchdown,2025
Berlin Adler,0,2,1-Extra-Punkt,2025
Berlin Adler,0,2,Touchdown,2025
Berlin Adler,4,1,Touchdown,2025
Berlin Adler,10,3,Interception,2025
Berlin Adler,10,1,First Down,2025
Berlin Adler,10,1,1-Extra-Punkt,2025
Berlin Adler,10,1,Touchdown,2025
Berlin Adler,10,1,Strafe,2025
Berlin Adler,16,1,Strafe,2025
Berlin Adler,20,1,1-Extra-Punkt,2025
Berlin Adler,24,2,1-Extra-Punkt,2025
Berlin Adler,24,1,Strafe,2025
Berlin Adler,24,4,First Down,2025
Berlin Adler,24,9,Touchdown,2025
Berlin Adler,27,3,First Down,2025
Berlin Adler,27,6,Touchdown,2025
Berlin Adler,27,2,1-Extra-Punkt,2025
Berlin Adler,27,3,Interception,2025
Berlin Adler,27,1,2-Extra-Punkte,2025
Berlin Adler,32,1,Interception,2025
Berlin Adler,32,5,First Down,2025
Berlin Adler,32,1,Touchdown,2025
Berlin Adler,42,4,Interception,2025
Berlin Adler,42,1,Strafe,2025
Berlin Adler,42,1,First Down,2025
Berlin Adler,42,2,Touchdown,2025
Berlin Adler,50,1,Strafe,2025
Berlin Adler,76,2,2-Extra-Punkte,2025
Berlin Adler,76,4,First Down,2025
Berlin Adler,76,3,Touchdown,2025
Berlin Adler,87,1,First Down,2025
Berlin Adler,87,2,Touchdown,2025
Berlin Adler,87,1,1-Extra-Punkt,2025
Berlin Bullets,8,1,1-Extra-Punkt,2025
Berlin Bullets,8,2,Strafe,2025
Berlin Bullets,8,1,Touchdown,2025
Berlin Bullets,10,1,Touchdown,2025
Berlin Bullets,10,7,First Down,2025
Berlin Bullets,10,1,Strafe,2025
Berlin Bullets,13,1,First Down,2025
Berlin Bullets,15,1,Touchdown,2025
Berlin Bullets,15,1,1-Extra-Punkt,2025
Berlin Bullets,19,2,Touchdown,2025
Berlin Bullets,19,1,First Down,2025
Berlin Bullets,35,1,First Down,2025
Berlin Bullets,42,1,Interception,2025
Berlin Bullets,42,1,Strafe,2025
Berlin Bullets,42,1,Touchdown,2025
Berlin Bullets,56,2,Touchdown,2025
Berlin Bullets,58,1,1-Extra-Punkt,2025
Berlin Bullets,58,1,Touchdown,2025
Berlin Bullets,58,3,First Down,2025
Berlin Bullets,89,3,First Down,2025
Berlin Bullets,92,1,Interception,2025
Berlin Bullets,98,1,Strafe,2025
Berlin Kobras,13,1,1-Extra-Punkt,2025
Berlin Kobras,21,2,2-Extra-Punkte,2025
Berlin Kobras,21,11,Touchdown,2025
Berlin Kobras,21,1,1-Extra-Punkt,2025
Berlin Kobras,29,1,Touchdown,2025
Berlin Kobras,29,2,Interception,2025
Berlin Kobras,42,1,2-Extra-Punkte,2025
Berlin Kobras,42,1,1-Extra-Punkt,2025
Berlin Kobras,92,1,2-Extra-Punkte,2025
Berlin Kobras,92,1,Touchdown,2025
Berlin Kobras,92,1,1-Extra-Punkt,2025
Berlin Thunder Lightnings,0,3,First Down,2025
Berlin Thunder Lightnings,0,1,1-Extra-Punkt,2025
Berlin Thunder Lightnings,3,2,First Down,2025
Berlin Thunder Lightnings,3,2,Touchdown,2025
Berlin Thunder Lightnings,4,1,Interception,2025
Berlin Thunder Lightnings,4,1,1-Extra-Punkt,2025
Berlin Thunder Lightnings,4,2,First Down,2025
Berlin Thunder Lightnings,4,1,Touchdown,2025
Berlin Thunder Lightnings,15,2,Interception,2025
Berlin Thunder Lightnings,18,1,2-Extra-Punkte,2025
Berlin Thunder Lightnings,18,1,Strafe,2025
Berlin Thunder Lightnings,18,3,Interception,2025
Berlin Thunder Lightnings,18,3,Touchdown,2025
Berlin Thunder Lightnings,19,1,Strafe,2025
Berlin Thunder Lightnings,23,1,First Down,2025
Berlin Thunder Lightnings,43,1,Interception,2025
Berlin Thunder Lightnings,79,2,Interception,2025
Berlin Thunder Lightnings,79,1,Touchdown,2025
Berlin Thunder Lightnings,84,7,First Down,2025
Berlin Thunder Lightnings,84,3,1-Extra-Punkt,2025
Berlin Thunder Lightnings,84,12,Touchdown,2025
Berlin Thunder Lightnings,84,3,Strafe,2025
Berlin Thunder Lightnings,85,1,2-Extra-Punkte,2025
Berlin Thunder Lightnings,85,2,Touchdown,2025
Berlin Thunder Lightnings,87,9,First Down,2025
Berlin Thunder Lightnings,87,1,1-Extra-Punkt,2025
Berlin Thunder Lightnings,87,3,Touchdown,2025
Berlin Thunder Lightnings,88,1,Strafe,2025
Berlin Thunder Lightnings,88,7,Touchdown,2025
Berlin Thunder Lightnings,88,4,First Down,2025
Berlin Thunder Lightnings,88,1,2-Extra-Punkte,2025
Berlin Thunder Lightnings,88,2,1-Extra-Punkt,2025
Bielefeld Bulldogs,1,2,Strafe,2025
Bielefeld Bulldogs,1,4,Interception,2025
Bielefeld Bulldogs,8,1,Strafe,2025
Bielefeld Bulldogs,8,3,1-Extra-Punkt,2025
Bielefeld Bulldogs,8,3,Touchdown,2025
Bielefeld Bulldogs,8,2,First Down,2025
Bielefeld Bulldogs,11,8,First Down,2025
Bielefeld Bulldogs,11,1,Strafe,2025
Bielefeld Bulldogs,11,1,1-Extra-Punkt,2025
Bielefeld Bulldogs,11,3,Touchdown,2025
Bielefeld Bulldogs,12,1,Strafe,2025
Bielefeld Bulldogs,14,1,1-Extra-Punkt,2025
Bielefeld Bulldogs,14,4,Touchdown,2025
Bielefeld Bulldogs,14,4,First Down,2025
Bielefeld Bulldogs,18,3,Strafe,2025
Bielefeld Bulldogs,21,2,Strafe,2025
Bielefeld Bulldogs,21,1,Touchdown,2025
Bielefeld Bulldogs,22,3,Interception,2025
Bielefeld Bulldogs,28,1,Interception,2025
Bielefeld Bulldogs,28,1,Strafe,2025
Bielefeld Bulldogs,44,5,Strafe,2025
Bielefeld Bulldogs,68,4,Strafe,2025
Bielefeld Bulldogs,68,1,1-Extra-Punkt,2025
Bielefeld Bulldogs,68,5,First Down,2025
Bielefeld Bulldogs,69,17,First Down,2025
Bielefeld Bulldogs,69,2,Strafe,2025
Bielefeld Bulldogs,69,3,1-Extra-Punkt,2025
Bielefeld Bulldogs,69,11,Touchdown,2025
Bielefeld Bulldogs,78,2,Strafe,2025
Bielefeld Bulldogs,80,1,Touchdown,2025
Bielefeld Bulldogs,80,2,Strafe,2025
Bielefeld Bulldogs,80,4,First Down,2025
Bielefeld Bulldogs,85,1,Touchdown,2025
Bielefeld Bulldogs,85,1,Strafe,2025
Bielefeld Bulldogs,85,2,Interception,2025
Bielefeld Bulldogs,90,1,First Down,2025
Black Forest Foxes,9,1,Touchdown,2025
Black Forest Foxes,9,1,Strafe,2025
Black Forest Foxes,9,1,First Down,2025
Black Forest Foxes,19,2,Touchdown,2025
Black Forest Foxes,20,1,First Down,2025
Black Forest Foxes,21,1,Interception,2025
Black Forest Foxes,24,1,Touchdown,2025
Black Forest Foxes,30,2,Strafe,2025
Black Forest Foxes,30,1,First Down,2025
Black Forest Foxes,30,4,Interception,2025
Black Forest Foxes,30,2,Touchdown,2025
Black Forest Foxes,30,1,Safety (+2),2025
Black Forest Foxes,40,2,Touchdown,2025
Black Forest Foxes,40,1,2-Extra-Punkte,2025
Black Forest Foxes,40,5,First Down,2025
Black Forest Foxes,90,1,First Down,2025
Black Forest Foxes,90,1,Strafe,2025
Black Forest Hedgehogs e.V.,2,3,Interception,2025
Black Forest Hedgehogs e.V.,9,2,First Down,2025
Black Forest Hedgehogs e.V.,9,5,Touchdown,2025
Black Forest Hedgehogs e.V.,9,1,Strafe,2025
Black Forest Hedgehogs e.V.,11,8,Interception,2025
Black Forest Hedgehogs e.V.,11,3,First Down,2025
Black Forest Hedgehogs e.V.,11,8,Touchdown,2025
Black Forest Hedgehogs e.V.,11,2,2-Extra-Punkte,2025
Black Forest Hedgehogs e.V.,11,1,Strafe,2025
Black Forest Hedgehogs e.V.,12,1,2-Extra-Punkte,2025
Black Forest Hedgehogs e.V.,12,1,First Down,2025
Black Forest Hedgehogs e.V.,14,1,Strafe,2025
Black Forest Hedgehogs e.V.,14,1,2-Extra-Punkte,2025
Black Forest Hedgehogs e.V.,14,1,Touchdown,2025
Black Forest Hedgehogs e.V.,18,1,First Down,2025
Black Forest Hedgehogs e.V.,20,9,Touchdown,2025
Black Forest Hedgehogs e.V.,20,6,First Down,2025
Black Forest Hedgehogs e.V.,20,1,1-Extra-Punkt,2025
Black Forest Hedgehogs e.V.,20,3,2-Extra-Punkte,2025
Black Forest Hedgehogs e.V.,21,1,Interception,2025
Black Forest Hedgehogs e.V.,23,2,Touchdown,2025
Black Forest Hedgehogs e.V.,23,4,First Down,2025
Black Forest Hedgehogs e.V.,23,1,Interception,2025
Black Forest Hedgehogs e.V.,29,4,Interception,2025
Black Forest Hedgehogs e.V.,32,1,Touchdown,2025
Black Forest Hedgehogs e.V.,85,13,Touchdown,2025
Black Forest Hedgehogs e.V.,85,7,First Down,2025
Black Forest Hedgehogs e.V.,85,2,2-Extra-Punkte,2025
Bochum Rebels,3,3,Touchdown,2025
Bochum Rebels,3,3,1-Extra-Punkt,2025
Bochum Rebels,3,2,First Down,2025
Bochum Rebels,8,5,Touchdown,2025
Bochum Rebels,8,5,First Down,2025
Bochum Rebels,10,1,Touchdown,2025
Bochum Rebels,10,1,Interception,2025
Bochum Rebels,12,1,1-Extra-Punkt,2025
Bochum Rebels,13,2,First Down,2025
Bochum Rebels,13,4,1-Extra-Punkt,2025
Bochum Rebels,13,3,Touchdown,2025
Bochum Rebels,15,3,1-Extra-Punkt,2025
Bochum Rebels,15,4,Touchdown,2025
Bochum Rebels,16,4,First Down,2025
Bochum Rebels,16,5,1-Extra-Punkt,2025
Bochum Rebels,16,7,Touchdown,2025
Bochum Rebels,17,1,Interception,2025
Bochum Rebels,28,3,First Down,2025
Bochum Rebels,28,4,1-Extra-Punkt,2025
Bochum Rebels,28,3,Touchdown,2025
Bochum Rebels,33,1,Touchdown,2025
Bochum Rebels,37,2,Touchdown,2025
Bochum Rebels,52,1,1-Extra-Punkt,2025
Bochum Rebels,52,2,Touchdown,2025
Bochum Rebels,56,1,Interception,2025
Bochum Rebels,69,1,Touchdown,2025
Bochum Rebels,81,1,Touchdown,2025
Bochum Rebels,81,2,1-Extra-Punkt,2025
Bochum Rebels,87,2,Interception,2025
Bornheim Badgers,0,2,First Down,2025
Bornheim Badgers,0,2,1-Extra-Punkt,2025
Bornheim Badgers,1,1,First Down,2025
Bornheim Badgers,3,9,Touchdown,2025
Bornheim Badgers,3,1,Strafe,2025
Bornheim Badgers,3,10,First Down,2025
Bornheim Badgers,3,12,1-Extra-Punkt,2025
Bornheim Badgers,7,2,First Down,2025
Bornheim Badgers,8,1,1-Extra-Punkt,2025
Bornheim Badgers,8,4,First Down,2025
Bornheim Badgers,8,5,Touchdown,2025
Bornheim Badgers,8,1,Strafe,2025
Bornheim Badgers,8,1,2-Extra-Punkte,2025
Bornheim Badgers,16,1,1-Extra-Punkt,2025
Bornheim Badgers,16,1,Touchdown,2025
Bornheim Badgers,17,1,First Down,2025
Bornheim Badgers,26,1,Interception,2025
Bornheim Badgers,32,2,1-Extra-Punkt,2025
Bornheim Badgers,32,3,First Down,2025
Bornheim Badgers,32,1,Touchdown,2025
Bornheim Badgers,82,2,1-Extra-Punkt,2025
Bornheim Badgers,82,1,First Down,2025
Bornheim Badgers,82,3,Touchdown,2025
Bornheim Badgers,82,4,Interception,2025
Bornheim Badgers,82,1,Strafe,2025
Bornheim Badgers,84,1,Strafe,2025
Bornheim Badgers,84,5,1-Extra-Punkt,2025
Bornheim Badgers,84,22,First Down,2025
Bornheim Badgers,84,19,Touchdown,2025
Bornheim Badgers,84,7,Interception,2025
Bornheim Badgers,85,1,Strafe,2025
Bornheim Badgers,85,2,First Down,2025
Bornheim Badgers,85,2,Touchdown,2025
Bornheim Badgers,87,8,Touchdown,2025
Bornheim Badgers,87,2,1-Extra-Punkt,2025
Bornheim Badgers,87,5,First Down,2025
Bornheim Badgers,89,1,Interception,2025
Bornheim Badgers,89,1,Strafe,2025
Bornheim Badgers II,3,6,Touchdown,2025
Bornheim Badgers II,3,6,First Down,2025
Bornheim Badgers II,3,3,1-Extra-Punkt,2025
Bornheim Badgers II,3,1,2-Extra-Punkte,2025
Bornheim Badgers II,3,1,Strafe,2025
Bornheim Badgers II,6,1,Touchdown,2025
Bornheim Badgers II,6,1,Strafe,2025
Bornheim Badgers II,7,1,Strafe,2025
Bornheim Badgers II,7,4,First Down,2025
Bornheim Badgers II,7,1,Touchdown,2025
Bornheim Badgers II,7,1,Interception,2025
Bornheim Badgers II,11,2,Interception,2025
Bornheim Badgers II,12,1,Touchdown,2025
Bornheim Badgers II,12,1,Strafe,2025
Bornheim Badgers II,12,1,1-Extra-Punkt,2025
Bornheim Badgers II,16,8,Touchdown,2025
Bornheim Badgers II,16,2,First Down,2025
Bornheim Badgers II,16,4,1-Extra-Punkt,2025
Bornheim Badgers II,17,1,First Down,2025
Bornheim Badgers II,17,1,Touchdown,2025
Bornheim Badgers II,17,1,2-Extra-Punkte,2025
Bornheim Badgers II,18,4,1-Extra-Punkt,2025
Bornheim Badgers II,18,1,First Down,2025
Bornheim Badgers II,18,1,Strafe,2025
Bornheim Badgers II,18,4,Touchdown,2025
Bornheim Badgers II,18,2,2-Extra-Punkte,2025
Bornheim Badgers II,25,1,Strafe,2025
Bornheim Badgers II,26,1,Strafe,2025
Bornheim Badgers II,26,1,Interception,2025
Bornheim Badgers II,29,2,Touchdown,2025
Bornheim Badgers II,29,2,First Down,2025
Bornheim Badgers II,55,1,Touchdown,2025
Bornheim Badgers II,55,1,Strafe,2025
Bornheim Badgers II,55,2,Interception,2025
Bornheim Badgers II,83,3,Interception,2025
Bornheim Badgers II,83,2,Touchdown,2025
Bornheim Badgers II,87,2,Strafe,2025
Bornheim Badgers II,65,1,Safety (+2),2025
Bremen Firebirds Flags,1,5,Touchdown,2025
Bremen Firebirds Flags,1,5,First Down,2025
Bremen Firebirds Flags,2,1,2-Extra-Punkte,2025
Bremen Firebirds Flags,2,2,1-Extra-Punkt,2025
Bremen Firebirds Flags,8,1,1-Extra-Punkt,2025
Bremen Firebirds Flags,8,1,Touchdown,2025
Bremen Firebirds Flags,8,1,First Down,2025
Bremen Firebirds Flags,11,2,Interception,2025
Bremen Firebirds Flags,11,1,1-Extra-Punkt,2025
Bremen Firebirds Flags,11,1,Safety (+2),2025
Bremen Firebirds Flags,15,11,First Down,2025
Bremen Firebirds Flags,15,9,Touchdown,2025
Bremen Firebirds Flags,15,1,2-Extra-Punkte,2025
Bremen Firebirds Flags,15,3,1-Extra-Punkt,2025
Bremen Firebirds Flags,15,1,Strafe,2025
Bremen Firebirds Flags,18,1,First Down,2025
Bremen Firebirds Flags,18,2,Interception,2025
Bremen Firebirds Flags,18,2,Touchdown,2025
Bremen Firebirds Flags,20,2,Interception,2025
Bremen Firebirds Flags,22,5,1-Extra-Punkt,2025
Bremen Firebirds Flags,22,11,Touchdown,2025
Bremen Firebirds Flags,22,1,Strafe,2025
Bremen Firebirds Flags,22,6,First Down,2025
Bremen Firebirds Flags,22,2,2-Extra-Punkte,2025
Bremen Firebirds Flags,23,7,Interception,2025
Bremen Firebirds Flags,23,2,Touchdown,2025
Bremen Firebirds Flags,23,1,Strafe,2025
Bremen Firebirds Flags,31,1,Interception,2025
Bremen Firebirds Flags,31,2,Strafe,2025
Bremen Firebirds Flags,89,1,2-Extra-Punkte,2025
Bremen Firebirds Flags,89,4,Touchdown,2025
Bremen Firebirds Flags,89,3,First Down,2025
Bürstadt Redskins,0,1,Strafe,2025
Bürstadt Redskins,2,1,Interception,2025
Bürstadt Redskins,3,5,First Down,2025
Bürstadt Redskins,3,5,Touchdown,2025
Bürstadt Redskins,3,1,Safety (+2),2025
Bürstadt Redskins,3,3,1-Extra-Punkt,2025
Bürstadt Redskins,10,1,1-Extra-Punkt,2025
Bürstadt Redskins,10,1,First Down,2025
Bürstadt Redskins,15,1,First Down,2025
Bürstadt Redskins,27,1,Safety (+2),2025
Bürstadt Redskins,27,5,Interception,2025
Bürstadt Redskins,27,1,1-Extra-Punkt,2025
Bürstadt Redskins,27,4,Touchdown,2025
Bürstadt Redskins,27,4,First Down,2025
Bürstadt Redskins,38,1,Interception,2025
Bürstadt Redskins,72,1,First Down,2025
Bürstadt Redskins,76,1,First Down,2025
Bürstadt Redskins,90,1,Touchdown,2025
Bürstadt Redskins,90,1,1-Extra-Punkt,2025
Castrop Raptors,1,22,Touchdown,2025
Castrop Raptors,1,13,First Down,2025
Castrop Raptors,1,1,Strafe,2025
Castrop Raptors,1,1,Interception,2025
Castrop Raptors,1,12,2-Extra-Punkte,2025
Castrop Raptors,2,3,2-Extra-Punkte,2025
Castrop Raptors,2,10,Touchdown,2025
Castrop Raptors,2,3,First Down,2025
Castrop Raptors,2,1,Strafe,2025
Castrop Raptors,4,1,Interception,2025
Castrop Raptors,9,1,2-Extra-Punkte,2025
Castrop Raptors,9,4,Touchdown,2025
Castrop Raptors,9,1,First Down,2025
Castrop Raptors,12,1,First Down,2025
Castrop Raptors,12,2,Touchdown,2025
Castrop Raptors,14,1,First Down,2025
Castrop Raptors,15,6,Touchdown,2025
Castrop Raptors,15,1,1-Extra-Punkt,2025
Castrop Raptors,15,3,2-Extra-Punkte,2025
Castrop Raptors,15,2,First Down,2025
Castrop Raptors,17,2,First Down,2025
Castrop Raptors,17,2,Touchdown,2025
Castrop Raptors,21,3,Interception,2025
Castrop Raptors,21,1,First Down,2025
Castrop Raptors,22,13,First Down,2025
Castrop Raptors,22,7,Touchdown,2025
Castrop Raptors,22,2,2-Extra-Punkte,2025
Castrop Raptors,33,1,Interception,2025
Castrop Raptors,44,1,Interception,2025
Castrop Raptors,49,2,First Down,2025
Castrop Raptors,59,1,Safety (+2),2025
Castrop Raptors,59,5,Interception,2025
Castrop Raptors,61,1,2-Extra-Punkte,2025
Castrop Raptors,61,4,First Down,2025
Celtic Bulls,0,2,Interception,2025
Celtic Bulls,11,2,Touchdown,2025
Celtic Bulls,13,3,2-Extra-Punkte,2025
Celtic Bulls,13,1,Interception,2025
Celtic Bulls,13,3,Touchdown,2025
Celtic Bulls,18,1,Touchdown,2025
Celtic Bulls,18,1,2-Extra-Punkte,2025
Celtic Bulls,91,1,Interception,2025
Celtic Bulls,91,1,Touchdown,2025
Celtic Bulls,99,1,Interception,2025
Chemnitz Cannons,2,1,Interception,2025
Chemnitz Cannons,2,2,1-Extra-Punkt,2025
Chemnitz Cannons,2,3,Touchdown,2025
Chemnitz Cannons,3,1,Strafe,2025
Chemnitz Cannons,3,1,First Down,2025
Chemnitz Cannons,5,7,1-Extra-Punkt,2025
Chemnitz Cannons,5,2,Touchdown,2025
Chemnitz Cannons,5,1,Strafe,2025
Chemnitz Cannons,5,7,First Down,2025
Chemnitz Cannons,6,1,1-Extra-Punkt,2025
Chemnitz Cannons,7,3,Interception,2025
Chemnitz Cannons,7,2,Touchdown,2025
Chemnitz Cannons,7,1,1-Extra-Punkt,2025
Chemnitz Cannons,7,2,Strafe,2025
Chemnitz Cannons,7,1,First Down,2025
Chemnitz Cannons,8,2,First Down,2025
Chemnitz Cannons,11,1,Interception,2025
Chemnitz Cannons,11,3,First Down,2025
Chemnitz Cannons,11,4,Touchdown,2025
Chemnitz Cannons,11,5,1-Extra-Punkt,2025
Chemnitz Cannons,13,23,Touchdown,2025
Chemnitz Cannons,13,8,1-Extra-Punkt,2025
Chemnitz Cannons,13,9,First Down,2025
Chemnitz Cannons,16,12,First Down,2025
Chemnitz Cannons,16,1,2-Extra-Punkte,2025
Chemnitz Cannons,16,2,Strafe,2025
Chemnitz Cannons,16,19,Touchdown,2025
Chemnitz Cannons,16,5,1-Extra-Punkt,2025
Chemnitz Cannons,16,2,Interception,2025
Chemnitz Cannons,16,1,Overtime,2025
Chemnitz Cannons,18,3,First Down,2025
Chemnitz Cannons,18,2,Touchdown,2025
Chemnitz Cannons,27,6,First Down,2025
Chemnitz Cannons,27,3,1-Extra-Punkt,2025
Chemnitz Cannons,27,1,Interception,2025
Chemnitz Cannons,27,4,Touchdown,2025
Chemnitz Cannons,27,1,Safety (+2),2025
Chemnitz Cannons,33,1,Strafe,2025
Chemnitz Cannons,43,2,Interception,2025
Chemnitz Cannons,43,3,Touchdown,2025
Chemnitz Cannons,43,1,Strafe,2025
Chemnitz Cannons,43,1,First Down,2025
Chemnitz Cannons,83,1,First Down,2025
Chemnitz Cannons,94,2,Interception,2025
Chemnitz Cannons,94,1,First Down,2025
Chemnitz Cannons,94,1,Touchdown,2025
Cleve Conquerors,5,1,Strafe,2025
Cleve Conquerors,8,1,Strafe,2025
Cleve Conquerors,8,1,Interception,2025
Cleve Conquerors,10,1,Touchdown,2025
Cleve Conquerors,10,2,Interception,2025
Cleve Conquerors,18,4,First Down,2025
Cleve Conquerors,18,1,Touchdown,2025
Cleve Conquerors,18,1,Strafe,2025
Cleve Conquerors,22,3,First Down,2025
Cleve Conquerors,22,1,1-Extra-Punkt,2025
Cleve Conquerors,22,1,Touchdown,2025
Cleve Conquerors,27,1,1-Extra-Punkt,2025
Cleve Conquerors,27,2,Touchdown,2025
Cleve Conquerors,33,1,Interception,2025
Cleve Conquerors,44,1,First Down,2025
Cleve Conquerors,51,1,Interception,2025
Cleve Conquerors,82,1,Strafe,2025
Cleve Conquerors,82,1,Interception,2025
Cleve Conquerors,87,1,First Down,2025
Cleve Conquerors,87,5,Touchdown,2025
Cleve Conquerors,87,3,Interception,2025
Cologne Falcons Flag,0,1,Interception,2025
Cologne Falcons Flag,4,7,First Down,2025
Cologne Falcons Flag,4,6,Touchdown,2025
Cologne Falcons Flag,4,1,1-Extra-Punkt,2025
Cologne Falcons Flag,5,2,Strafe,2025
Cologne Falcons Flag,11,1,Strafe,2025
Cologne Falcons Flag,12,1,Strafe,2025
Cologne Falcons Flag,13,1,Strafe,2025
Cologne Falcons Flag,13,4,Interception,2025
Cologne Falcons Flag,18,1,1-Extra-Punkt,2025
Cologne Falcons Flag,21,2,First Down,2025
Cologne Falcons Flag,21,1,Strafe,2025
Cologne Falcons Flag,21,4,Touchdown,2025
Cologne Falcons Flag,24,1,Strafe,2025
Cologne Falcons Flag,24,2,Interception,2025
Cologne Falcons Flag,25,1,1-Extra-Punkt,2025
Cologne Falcons Flag,28,1,Touchdown,2025
Cologne Falcons Flag,43,1,Strafe,2025
Cologne Falcons Flag,43,1,Interception,2025
Cologne Falcons Flag,80,1,Strafe,2025
Cologne Falcons Flag,80,5,Touchdown,2025
Cologne Falcons Flag,80,5,1-Extra-Punkt,2025
Cologne Falcons Flag,80,3,First Down,2025
Cologne Falcons Flag,87,2,First Down,2025
Cologne Falcons Flag,87,1,1-Extra-Punkt,2025
Cologne Falcons Flag II,14,3,Touchdown,2025
Cologne Falcons Flag II,14,2,1-Extra-Punkt,2025
Cologne Falcons Flag II,14,2,First Down,2025
Cologne Falcons Flag II,16,2,1-Extra-Punkt,2025
Cologne Falcons Flag II,16,5,First Down,2025
Cologne Falcons Flag II,16,3,Touchdown,2025
Cologne Falcons Flag II,16,2,Strafe,2025
Cologne Falcons Flag II,16,1,2-Extra-Punkte,2025
Cologne Falcons Flag II,19,1,Interception,2025
Cologne Falcons Flag II,23,2,Strafe,2025
Cologne Falcons Flag II,23,3,First Down,2025
Cologne Falcons Flag II,23,5,Touchdown,2025
Cologne Falcons Flag II,28,1,Interception,2025
Cologne Falcons Flag II,28,1,Strafe,2025
Cologne Falcons Flag II,32,1,Strafe,2025
Cologne Falcons Flag II,34,1,Strafe,2025
Cologne Falcons Flag II,35,1,Touchdown,2025
Cologne Falcons Flag II,49,2,2-Extra-Punkte,2025
Cologne Falcons Flag II,49,2,1-Extra-Punkt,2025
Cologne Falcons Flag II,49,5,Touchdown,2025
Cologne Falcons Flag II,49,2,First Down,2025
Cologne Falcons Flag II,51,1,First Down,2025
Cologne Falcons Flag II,51,1,Strafe,2025
Cologne Falcons Flag II,51,5,1-Extra-Punkt,2025
Cologne Falcons Flag II,51,4,Touchdown,2025
Cologne Falcons Flag II,52,3,Touchdown,2025
Cologne Falcons Flag II,52,1,2-Extra-Punkte,2025
Cologne Falcons Flag II,52,3,1-Extra-Punkt,2025
Cologne Falcons Flag II,77,1,Interception,2025
Cologne Falcons Flag II,84,4,1-Extra-Punkt,2025
Cologne Falcons Flag II,84,3,First Down,2025
Cologne Falcons Flag II,84,7,Touchdown,2025
Cologne Falcons Flag II,84,1,2-Extra-Punkte,2025
Cologne Falcons Flag II,97,1,1-Extra-Punkt,2025
Cologne Falcons Flag II,97,2,First Down,2025
Cologne Falcons Flag II,97,5,Touchdown,2025
